-1559.342165	-657.802165	400.943551	-547277.272721
-1967.656855	-1024.163424	457.194009	-1156935.671435
-2182.524964	-1255.736821	325.182337	-1948598.632406
-2402.301253	-1408.224394	92.660223	-2832259.323470
-2593.583994	-1517.317092	-81.167894	-3429183.541299
-2879.430109	-1583.343369	-262.027615	-3950288.154953
-2911.391870	-1626.742839	-529.768250	-4546380.641164
-3037.937806	-1586.593637	-672.393190	-4722527.278156
-3187.471082	-1564.040361	-830.780185	-4979860.961737
-3450.406724	-1539.371361	-987.318920	-5223051.945852
-3381.791771	-1451.416963	-1084.893584	-5231109.932693
-3750.575809	-1480.507495	-1220.901634	-5501979.762294
-3780.281897	-1392.337176	-1327.071831	-5448514.761167
-3648.217523	-1246.058905	-1435.648686	-5432057.451043
-3647.432070	-1128.879648	-1487.011511	-5287834.285538
-3865.443794	-1066.098360	-1552.765359	-5393368.643489
-3770.185608	-961.386299	-1617.719716	-5248235.736803
-3973.850752	-915.584433	-1687.204560	-5365352.718011
-4066.403526	-842.726773	-1729.957612	-5335701.698222
-4251.058791	-775.823424	-1804.001585	-5364762.168994
-4233.225344	-705.399743	-1785.043726	-5118842.426174
-4463.430747	-686.539430	-1873.852606	-5292715.199455
-4466.590287	-633.420884	-1888.892791	-5145672.923254
-4542.593277	-542.096732	-1910.367644	-5072716.474344
-4553.441479	-463.278035	-1892.345023	-4912543.496666
-4532.631338	-393.638220	-1935.623431	-4862273.394828
-4635.764868	-355.094472	-1968.159389	-4807999.957560
-4810.780107	-294.128480	-1978.580460	-4658543.970938
-4753.183126	-214.430182	-1989.159709	-4489719.102797
-4766.418242	-145.436735	-1985.615481	-4357834.823062
-4942.907702	-78.117631	-2008.334792	-4267256.452592
-4906.254476	-3.678998	-2017.597251	-4162466.670305
-5031.854759	79.756434	-2042.838609	-4032810.590485
-4913.525705	146.167744	-1995.821984	-3853543.630166
-4933.246301	217.725702	-1998.515234	-3725842.728267
-5025.983998	258.362357	-1999.580017	-3606500.402265
-5166.105652	299.799347	-1990.422401	-3508941.227830
-5079.111190	301.289552	-1960.533250	-3487083.723701
-5155.596612	296.054009	-1982.606601	-3474086.233240
-5253.555424	373.561736	-2027.577025	-3334331.424798
-5223.913498	409.279235	-1997.801288	-3235748.680655
-5065.965150	509.498717	-1951.419873	-2899763.894074
-5379.629195	471.336131	-1933.026691	-2894631.827894
-5291.907717	541.125992	-1935.472723	-2728003.038882
-5366.363375	563.930208	-1922.344566	-2692427.836309
-5393.835569	551.602959	-1888.677445	-2691267.529960
-5331.502420	623.981593	-1862.458664	-2375169.192338
-5406.406927	630.987021	-1867.567280	-2313251.595636
-5458.731918	663.263886	-1833.561280	-2224158.834563
-5652.165206	695.256755	-1841.803914	-2231894.543852
-5651.850237	768.418169	-1815.933087	-2063121.115715
-5720.469130	828.832563	-1847.124524	-2003678.631655
-5611.443956	876.094670	-1814.193339	-1943786.716901
-5637.865454	889.976692	-1776.873331	-1866822.344928
-5589.821743	924.194034	-1723.850149	-1643003.621328
-5648.820732	985.340460	-1695.964015	-1562960.519067
-5733.092322	993.204545	-1671.064244	-1442358.441642
-5582.004343	965.552536	-1604.295852	-1324438.482593
-5692.248829	998.240990	-1568.693541	-1249462.629730
-5782.894220	983.098622	-1619.758074	-1433892.028410
-5743.672207	972.489483	-1578.679925	-1376006.390850
-5783.988120	933.602980	-1604.224103	-1558301.631666
-5653.226274	915.860591	-1598.735375	-1516733.155514
-5511.577074	894.957674	-1562.682732	-1579063.873892
-5646.765878	917.267459	-1594.513393	-1552905.731983
-5603.357219	915.808188	-1585.225367	-1471740.510825
-5417.363784	950.471463	-1531.416221	-1296731.110002
-5518.652878	902.400622	-1541.577729	-1509394.555796
-5595.491099	892.862149	-1549.569305	-1538439.777891
-5584.890657	913.120493	-1498.567886	-1442009.192585
-5586.689525	958.696170	-1501.639726	-1340442.742072
-5559.564963	965.592028	-1493.415748	-1325674.163708
-5441.365023	994.212468	-1410.520031	-990274.860652
-5519.023256	975.989806	-1413.617539	-980919.661791
-5547.659628	986.785087	-1361.850488	-910070.681737
-5533.828524	952.478201	-1374.424635	-1075301.683235
-5510.838849	972.323547	-1386.045664	-1105133.332395
-5622.012944	893.362182	-1360.211932	-1131613.775657
-5549.122499	942.910840	-1389.624428	-1085055.176948
-5570.692320	919.046849	-1397.456135	-1146729.733668
-5568.127817	883.364424	-1468.701138	-1421318.575494
-5473.892986	843.019393	-1441.582196	-1420013.616461
-5388.902810	833.796838	-1397.917514	-1309050.629830
-5418.422275	825.762240	-1380.504211	-1186605.319125
-5393.664695	770.372350	-1409.101645	-1368936.345499
-5313.390949	757.732691	-1434.571899	-1423218.934303
-5298.549023	717.025507	-1424.285612	-1494310.198351
-5434.868187	658.675703	-1449.742499	-1570606.155889
-5277.991413	668.450721	-1470.634605	-1638993.368595
-5307.630307	657.210864	-1467.099455	-1712529.895551
-5224.627262	640.237727	-1452.624995	-1652773.495500
-5394.029692	652.112979	-1469.018497	-1680046.213192
-5465.670363	624.375070	-1479.136140	-1827499.876549
-5314.363947	685.273646	-1507.494406	-1739382.484326
-5352.033016	675.244503	-1481.085822	-1729944.970314
-5160.078836	707.561567	-1532.435828	-1853568.389249
-5240.030202	675.334005	-1537.491025	-2005088.466711
-5232.462578	626.630366	-1538.080527	-2157736.253269
-5245.907503	653.559631	-1560.851736	-2098593.231497
-5422.745835	637.806020	-1605.531633	-2291529.293022
-5332.328578	650.935893	-1570.755179	-2093130.946923
-5256.088558	612.026119	-1560.900793	-2229014.877433
-5274.180847	585.490184	-1591.867482	-2393053.678641
-5270.076851	542.360234	-1618.228748	-2572181.869749
-5274.093514	517.124101	-1629.046410	-2719522.808660
-5147.371094	483.597769	-1596.683929	-2744071.617937
-5231.254079	489.027376	-1596.729375	-2659126.714646
-5184.087772	457.862893	-1636.964736	-2865829.195093
-5131.997562	474.141199	-1641.124963	-2868518.629672
-5013.254381	475.387641	-1612.261573	-2792948.047383
-5111.261445	475.167824	-1612.365380	-2874996.497876
-5024.541632	418.117305	-1558.143711	-2912162.147063
-5008.989376	416.701804	-1554.530268	-2947067.210239
-5022.267792	410.362924	-1596.752270	-3081546.788696
-5137.391210	390.823431	-1550.526221	-3051490.149824
-5165.181653	383.888615	-1573.126555	-3116269.542361
-5033.284337	387.063156	-1633.228618	-3215335.332354
-5214.229826	391.448849	-1672.099300	-3273297.145387
-5242.232339	437.028430	-1705.387221	-3194167.040742
-5249.017795	492.757899	-1693.830169	-2985516.681089
-5137.391291	452.214031	-1675.704020	-3050630.644403
-5163.429091	457.671192	-1720.617752	-3017356.515404
-5143.250112	501.973028	-1723.511551	-2979845.315422
-5244.862002	489.552475	-1710.318224	-2917685.021226
-5298.150645	512.651591	-1743.748307	-2907361.666812
-5363.798855	540.436003	-1733.376290	-2863877.826897
-5337.787805	589.322142	-1701.300568	-2762728.483166
-5581.166692	666.941744	-1724.352924	-2683886.065250
-5569.130178	658.170112	-1727.352019	-2714263.715067
-5606.445567	720.727340	-1698.031136	-2479958.227433
-5547.293693	725.665728	-1715.072248	-2518502.142555
-5401.742162	746.461284	-1646.016711	-2275555.395123
-5470.319211	739.275487	-1659.267710	-2343339.208786
-5439.876833	639.981255	-1631.650155	-2421446.222444
-5393.962343	688.146773	-1659.408766	-2343765.507189
-5442.552754	660.635853	-1670.877577	-2478544.763285
-5406.823786	719.085922	-1624.030811	-2244397.366054
-5357.256145	715.431507	-1648.930768	-2312897.739162
-5409.867715	718.545366	-1644.962671	-2419634.391061
-5343.800109	737.956538	-1618.079745	-2300521.394930
-5428.762711	706.775908	-1647.168008	-2315577.529570
-5312.367798	729.379327	-1625.373891	-2209290.282785
-5231.099115	734.354089	-1643.670265	-2245897.046269
-5326.409656	676.804489	-1613.652270	-2252125.556537
-5364.941224	678.592869	-1644.657050	-2320740.067638
-5336.620980	640.327464	-1653.157339	-2447261.860413
-5395.809448	654.907818	-1681.774721	-2399260.814171
-5346.224566	670.206126	-1693.569945	-2398202.139071
-5445.248030	721.831812	-1681.210948	-2289558.082893
-5299.111944	715.147464	-1635.067891	-2164461.695183
-5307.827792	685.170860	-1644.623223	-2190617.797309
-5412.850866	667.445999	-1696.342007	-2337279.229133
-5424.463020	710.233698	-1654.145035	-2081384.961372
-5391.814630	724.288510	-1667.769478	-2007886.869421
-5379.277955	708.287703	-1662.289372	-1992223.280524
-5393.419858	707.856600	-1656.973261	-1958547.621811
-5372.884015	699.064596	-1689.041400	-1943921.885680
-5391.656060	665.309045	-1679.841376	-2044800.990451
-5400.381259	659.689521	-1702.901333	-2155391.848332
-5370.974678	650.184203	-1687.762552	-2160891.220725
-5391.301992	638.141070	-1672.857441	-2190657.791342
-5291.770283	647.658427	-1638.060876	-2046738.402449
-5210.265745	693.221928	-1625.531159	-1878941.304186
-5423.194990	639.751948	-1624.033070	-2070038.640028
-5354.155077	660.159059	-1600.566816	-1931515.657108
-5312.532261	614.546840	-1601.486029	-2131578.017385
-5155.709651	641.952170	-1577.437756	-1906247.415815
-5172.997045	615.645048	-1572.982930	-1930218.632130
-5341.812862	572.374020	-1606.394012	-2105669.853479
-5317.181213	608.818149	-1604.546302	-2036905.842532
-5324.297301	629.795128	-1650.689875	-2050474.127998
-5317.681784	600.853376	-1586.966814	-1971296.783852
-5087.680951	621.175428	-1567.728475	-1826548.368028
-5165.512864	617.625293	-1570.039119	-1783626.520135
-5376.426830	569.524011	-1585.684801	-1905138.857229
-5180.615300	612.134070	-1580.330619	-1783072.920173
-5135.860848	565.004662	-1536.073283	-1897886.301088
-5065.049334	619.501285	-1561.482992	-1780401.679682
-5145.558903	568.177935	-1525.759001	-1805213.575950
-5047.663172	568.431500	-1511.606867	-1827275.296932
-5132.166767	537.464906	-1488.759386	-1715830.213171
-5089.433490	560.423313	-1498.987973	-1712651.031343
-5148.453463	536.825150	-1501.021851	-1690516.960455
-5254.241992	500.692490	-1511.241137	-1764994.494566
-5132.364985	489.769892	-1457.329780	-1666955.809244
-5262.153577	489.878517	-1556.944468	-1822436.460952
-5252.101863	479.536782	-1571.373561	-1856163.985620
-5295.956680	503.988864	-1581.116064	-1822588.351608
-5441.923695	551.862865	-1636.322220	-1737048.670244
-5294.400852	633.923084	-1621.810536	-1565897.544157
-5322.452145	615.422105	-1648.731998	-1625265.034321
-5308.060196	625.161430	-1638.312603	-1586982.229837
-5292.594297	634.785356	-1612.554909	-1559897.294683
-5231.963963	627.024010	-1547.358111	-1420620.774905
-5246.071507	623.887297	-1549.708461	-1355757.725964
